Make,Model,Year,Mileage,Price,Condition,Dealer,Image Link
Volkswagen,Golf 4,2003,290000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/FA3F08028/Ext360/FA3F0802836000.webp
Ford,Ranger,2016,146255,281900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/086013071/Ext360/08601307136000.webp
Toyota,Hilux,2016,145000,296900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/0B5E07136/Ext360/0B5E0713636000.webp
Audi,A6,2013,306000,N/A,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/0BF813008/Ext360/0BF81300836000.webp
Ford,Ranger,2017,160940,172900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/1FDD10189/Ext360/1FDD1018936000.webp
Ford,Ranger,2019,157300,181900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/231515816/Ext360/23151581636000.webp
Volvo,Xc90,2016,108000,388900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/246B00893/Ext360/246B0089336000.webp
Nissan,NP200,2019,154817,104900,Shows signs of sever abuse,Midstream (GP),https://photos.webuycars.co.za/photobooth/2BB315276/Ext360/2BB31527636000.webp
Land Rover,Range Rover Velar,2017,108000,631900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/531304292/Ext360/53130429236000.webp
Mazda,Mazda 3,2009,296936,N/A,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/544610640/Ext360/54461064036000.webp
Land Rover,Discovery Sport,2017,108000,384900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/57A402117/Ext360/57A40211736000.webp
Nissan,NP200,2018,156400,122900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/AFB604844/Ext360/AFB60484436000.webp
Toyota,Yaris,2008,307000,N/A,Shows signs of sever abuse,JHB South (GP),https://photos.webuycars.co.za/photobooth/B1B515741/Ext360/B1B51574136000.webp
Fiat,UNO,1992,300000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/CFD206815/Ext360/CFD20681536000.webp
Nissan,NP200,2018,153000,101900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/E8C500968/Ext360/E8C50096836000.webp
Honda,Ballade,1996,301966,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/EA3313570/Ext360/EA331357036000.webp
Mercedes-Benz,C Class Sedan,2011,300928,N/A,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/EE2F09777/Ext360/EE2F0977736000.webp
Ford,Ranger,2020,145000,299900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/FA1411572/Ext360/FA141157236000.webp
Volkswagen,Citi,2004,316784,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/186212676/Ext360/18621267636000.webp
Toyota,Hilux,2011,150000,201900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/2CD704053/Ext360/2CD70405336000.webp
Alfa Romeo,Stelvio,2018,108529,332900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/391F05927/Ext360/391F0592736000.webp
Mercedes-Benz,Viano,2022,109000,916900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/3E1906634/Ext360/3E190663436000.webp
Ford,Ranger,2016,175000,171900,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/424A10539/Ext360/424A1053936000.webp
BMW,3 Series,2007,324634,N/A,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/B0C112205/Ext360/B0C11220536000.webp
Chevrolet,Utility,2014,165142,112900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/B5ED08667/Ext360/B5ED0866736000.webp
Toyota,Fortuner,2022,109000,481900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/C23401442/Ext360/C2340144236000.webp
Ford,Ranger,2018,152000,248900,Vehicle is better than average,Midstream (GP),https://photos.webuycars.co.za/photobooth/C8AE10836/Ext360/C8AE1083636000.webp
Isuzu,D-MAX,2020,147000,303900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/D05D02397/Ext360/D05D0239736000.webp
Renault,Duster,2014,316000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/D59C12612/Ext360/D59C1261236000.webp
Volkswagen,Amarok,2013,172000,167900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/E30D07752/Ext360/E30D0775236000.webp
Ford,Ranger,2019,149000,229900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/FAAF09472/Ext360/FAAF0947236000.webp
Ford,Ranger,2013,175000,170900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/007202040/Ext360/00720204036000.webp
Ford,Ranger,2015,159000,262900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/211B11942/Ext360/211B1194236000.webp
Land Rover,Range Rover Sport,2018,109000,689900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/2B5A16248/Ext360/2B5A1624836000.webp
Ford,Ranger,2016,177454,172900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/30D812242/Ext360/30D81224236000.webp
Honda,Prelude,1995,335000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/3F4E11492/Ext360/3F4E1149236000.webp
Volkswagen,Amarok,2013,176000,125900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/54DF11806/Ext360/54DF1180636000.webp
Toyota,Hilux,2018,165000,300900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/56FD04104/Ext360/56FD0410436000.webp
Nissan,X Trail,2010,340000,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/7D9510466/Ext360/7D951046636000.webp
Land Rover,Discovery Sport,2020,109230,532900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/996913347/Ext360/99691334736000.webp
Ford,Ranger,2013,180000,176900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/A74C03396/Ext360/A74C0339636000.webp
Land Rover,Discovery Sport,2016,109006,307900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/AC4012029/Ext360/AC401202936000.webp
Mahindra,PIK UP,2020,178128,137900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/B18F10553/Ext360/B18F1055336000.webp
Toyota,Hilux,2021,161833,252900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/B65601419/Ext360/B6560141936000.webp
Jaguar,E-Pace,2018,109021,381900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/BC0410427/Ext360/BC041042736000.webp
Ford,Ranger,2017,176000,149900,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/C7BC11717/Ext360/C7BC1171736000.webp
Isuzu,D-MAX,2020,163341,299900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/D1AF03665/Ext360/D1AF0366536000.webp
Nissan,X Trail,2011,339128,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/D32E09773/Ext360/D32E0977336000.webp
Nissan,Navara,2019,157000,292900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D37013891/Ext360/D3701389136000.webp
Ford,Ranger,2016,155000,256900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/E57A00741/Ext360/E57A0074136000.webp
Ford,Ranger,2014,179300,155900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/EB3305166/Ext360/EB330516636000.webp
Toyota,Hilux,2015,159000,272900,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/F13701600/Ext360/F1370160036000.webp
Mercedes-Benz,C Class Sedan,2007,339000,N/A,Vehicle is inoperative,East London (EC),https://photos.webuycars.co.za/photobooth/F63D04615/Ext360/F63D0461536000.webp
Isuzu,Frontier,1999,334000,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F78309506/Ext360/F7830950636000.webp
Volkswagen,Polo Vivo,2010,325000,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/FCB512663/Ext360/FCB51266336000.webp
GWM,Steed 5,2019,184000,107900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/0C0410687/Ext360/0C041068736000.webp
Ford,Ranger,2019,171567,270900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/0EC712137/Ext360/0EC71213736000.webp
Mercedes-Benz,Vito,2005,368000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/220113039/Ext360/22011303936000.webp
Isuzu,KB,2006,180400,137900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/23B412103/Ext360/23B41210336000.webp
Hyundai,H100,2019,185000,149900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/56B006968/Ext360/56B00696836000.webp
Land Rover,Discovery,2006,368089,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/590408517/Ext360/59040851736000.webp
Ford,Ranger,2019,170000,293900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/684E10400/Ext360/684E1040036000.webp
Ford,Ranger,2013,191000,119900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/702F09703/Ext360/702F0970336000.webp
Toyota,RAV 4,2019,110000,351900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/81F811284/Ext360/81F81128436000.webp
Toyota,Hilux,2019,165825,303900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/881903409/Ext360/88190340936000.webp
Citroen,C4,2012,350000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/8A7C12334/Ext360/8A7C1233436000.webp
Ford,Ranger,2020,171211,247900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/8BB311787/Ext360/8BB31178736000.webp
Ford,Ranger,2018,166500,260900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/9E3705779/Ext360/9E370577936000.webp
Mitsubishi,Pajero,2007,342000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/AA8409234/Ext360/AA840923436000.webp
Ford,Ranger,2016,182000,165900,Shows signs of sever abuse,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/AD7914746/Ext360/AD791474636000.webp
Toyota,Corolla,1997,341808,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/B7F712926/Ext360/B7F71292636000.webp
Ford,Ranger,2019,172786,213900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/BF0006893/Ext360/BF000689336000.webp
KIA,Picanto,2015,91000,92900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/AFBB15043/Ext360/AFBB1504336000.webp
Ford,Ranger,2015,166000,225900,Normal wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/BF9B02356/Ext360/BF9B0235636000.webp
BMW,3 Series,2004,399390,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/C04812978/Ext360/C0481297836000.webp
Audi,A4,2021,109628,391900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/C8B815026/Ext360/C8B81502636000.webp
Ford,Ranger,2017,182000,127900,Shows signs of sever abuse,Germiston (GP),https://photos.webuycars.co.za/photobooth/CF1E03357/Ext360/CF1E0335736000.webp
Land Rover,Discovery,2018,110000,529900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/E6AB06608/Ext360/E6AB0660836000.webp
Land Rover,Discovery,2018,110000,527900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/EF0500174/Ext360/EF050017436000.webp
Ford,Ranger,2013,191589,144900,Shows signs of sever abuse,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/F81F03651/Ext360/F81F0365136000.webp
Ford,Everest,2013,408154,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/F85709403/Ext360/F8570940336000.webp
Toyota,Hilux,2019,180604,211900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/885D15028/Ext360/885D1502836000.webp
Land Rover,Range Rover Evoque,2016,110455,359900,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/A9F107402/Ext360/A9F10740236000.webp
Ford,Ranger,2020,199961,256900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/C29D08201/Ext360/C29D0820136000.webp
Nissan,Navara,2021,189000,218900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/C5E401138/Ext360/C5E40113836000.webp
Isuzu,D-MAX,2019,193083,283900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/C6AF09187/Ext360/C6AF0918736000.webp
Ford,Ranger,2010,209000,106900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/8C7501838/Ext360/8C750183836000.webp
Ford,Everest,2019,112000,404900,Vehicle is better than average,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/A14311353/Ext360/A1431135336000.webp
Ford,Ranger,2013,216000,145900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/64FB08847/Ext360/64FB0884736000.webp
Ford,Ranger,2018,221900,152900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/2F5509197/Ext360/2F550919736000.webp
Land Rover,Range Rover,2018,113689,775900,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/53B600558/Ext360/53B60055836000.webp
Mahindra,Scorpio,2022,73180,249900,Normal wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/648D10115/Ext360/648D1011536000.webp
Isuzu,D-MAX,2020,75000,249900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/6ED504805/Ext360/6ED50480536000.webp
Nissan,NP200,2018,226678,108900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/7C2B03746/Ext360/7C2B0374636000.webp
Nissan,NP200,2019,223958,105900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/7D2B03806/Ext360/7D2B0380636000.webp
Volkswagen,T-ROC,2021,113238,322900,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/7D3F09394/Ext360/7D3F0939436000.webp
Volkswagen,Tiguan Allspace,2018,113500,351900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/888C08070/Ext360/888C0807036000.webp
Chevrolet,Corsa Utility,2011,128000,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/418108439/Ext360/41810843936000.webp
KIA,K 2500,2017,89000,195900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/4D6615426/Ext360/4D661542636000.webp
Chevrolet,Utility,2014,124000,N/A,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/555A09683/Ext360/555A0968336000.webp
Mazda,BT 50 Series,2013,229000,145900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/791312455/Ext360/79131245536000.webp
Audi,Q7,2020,114000,738900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/826408004/Ext360/82640800436000.webp
Mahindra,Scorpio,2019,89586,254900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/8D5510449/Ext360/8D551044936000.webp
Mitsubishi,Pajero Sport,2020,114000,411900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/921F07426/Ext360/921F0742636000.webp
Mahindra,PIK UP,2021,80000,256900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/96F011785/Ext360/96F01178536000.webp
Toyota,Prado,2019,113900,671900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/A8F602885/Ext360/A8F60288536000.webp
Hyundai,H100,2012,232000,152900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/BC1F09662/Ext360/BC1F0966236000.webp
Toyota,Hilux,2011,230000,172900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/BC4905171/Ext360/BC490517136000.webp
Mitsubishi,Triton,2010,233000,120900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/CFC108600/Ext360/CFC10860036000.webp
Ford,Ranger,2015,231000,145900,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/D32110958/Ext360/D3211095836000.webp
